Fiscal Date,Location Number and Desc,Net Sales Retail Amt,Net Sales Retail Amt LY,Net Sales Retail Amt Var LY %,Net Sales Qty,Net Sales Qty LY,Net Sales Qty Var LY %,Clr Net Sales Retail Amt,Clr Net Sales Retail Amt LY,Clr Net Sales Retail Amt Var LY %,Clearance Sales %,Clr Net Sales Qty,Clr Net Sales Qty LY,Clr Net Sales Qty Var LY %,Selling Margin Amt,Selling Margin Amt LY,Selling Margin % LY,Selling Margin %,Net Sales AUR,Net Sales AUR LY,Net Sales AUR Var LY %
10-30-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10770.0,10844.0,-0.7,461,477,-3.4,1841.0,1765.0,4.3,17.1%,87,81,7.4,4832.0,4759.0,43.9,44.9,23.36,22.73,2.8
10-31-2025,"232 TACOMA MALL - TACOMA, WA",12231.0,12464.0,-1.9,453,473,-4.2,2536.0,2764.0,-8.2,20.7%,72,55,30.9,6360.0,5897.0,47.3,52.0,27.0,26.35,2.5
10-31-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8603.0,8797.0,-2.2,363,360,0.8,1816.0,1824.0,-0.4,21.1%,72,73,-1.4,4098.0,4539.0,51.6,47.6,23.7,24.44,-3.0
10-31-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22421.0,23723.0,-5.5,927,948,-2.2,2752.0,2848.0,-3.4,12.3%,55,51,7.8,10277.0,10668.0,45.0,45.8,24.19,25.02,-3.3
10-31-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29235.0,25790.0,13.4,949,867,9.5,3122.0,3476.0,-10.2,10.7%,106,96,10.4,12899.0,11869.0,46.0,44.1,30.81,29.75,3.6
10-31-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10376.0,10541.0,-1.6,452,444,1.8,2038.0,2128.0,-4.2,19.6%,120,138,-13.0,4514.0,4987.0,47.3,43.5,22.96,23.74,-3.3
11-01-2025,"232 TACOMA MALL - TACOMA, WA",15618.0,16117.0,-3.1,613,680,-9.9,3069.0,3362.0,-8.7,19.6%,138,164,-15.9,7474.0,7786.0,48.3,47.9,25.48,23.7,7.5
11-01-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11413.0,11531.0,-1.0,570,503,13.3,1731.0,1644.0,5.3,15.2%,73,69,5.8,5282.0,5879.0,51.0,46.3,20.02,22.93,-12.7
11-01-2025,"2795 STONEBRIAR MALL - FRISCO, TX",29502.0,31333.0,-5.8,1152,1080,6.7,5484.0,5356.0,2.4,18.6%,245,244,0.4,14114.0,14683.0,46.9,47.8,25.61,29.01,-11.7
11-01-2025,"766 BRANDON TOWN CTR - BRANDON, FL",32402.0,33835.0,-4.2,1065,1061,0.4,4550.0,5027.0,-9.5,14.0%,103,90,14.4,15125.0,15610.0,46.1,46.7,30.42,31.89,-4.6
11-01-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13130.0,12736.0,3.1,567,566,0.2,2820.0,3134.0,-10.0,21.5%,105,86,22.1,5662.0,5633.0,44.2,43.1,23.16,22.5,2.9
11-02-2025,"232 TACOMA MALL - TACOMA, WA",21018.0,21869.0,-3.9,888,858,3.5,3450.0,2805.0,23.0,16.4%,171,168,1.8,9750.0,10102.0,46.2,46.4,23.67,25.49,-7.1
11-02-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",14475.0,14334.0,1.0,580,548,5.8,3700.0,2988.0,23.8,25.6%,143,171,-16.4,7163.0,6567.0,45.8,49.5,24.96,26.16,-4.6
11-02-2025,"2795 STONEBRIAR MALL - FRISCO, TX",41562.0,47610.0,-12.7,1615,1656,-2.5,6264.0,5818.0,7.7,15.1%,251,254,-1.2,21096.0,22113.0,46.4,50.8,25.74,28.75,-10.5
11-02-2025,"766 BRANDON TOWN CTR - BRANDON, FL",44450.0,42412.0,4.8,1494,1448,3.2,3966.0,4442.0,-10.7,8.9%,154,172,-10.5,21224.0,19702.0,46.5,47.7,29.75,29.29,1.6
11-02-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",14275.0,13184.0,8.3,640,645,-0.8,2420.0,2407.0,0.6,17.0%,100,103,-2.9,6851.0,5570.0,42.2,48.0,22.3,20.44,9.1
11-03-2025,"232 TACOMA MALL - TACOMA, WA",10113.0,11643.0,-13.1,460,455,1.1,2224.0,2300.0,-3.3,22.0%,78,88,-11.4,4733.0,5828.0,50.1,46.8,21.99,25.59,-14.1
11-03-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8615.0,8158.0,5.6,384,384,0.0,1801.0,1913.0,-5.8,20.9%,106,115,-7.8,3996.0,3750.0,46.0,46.4,22.44,21.24,5.6
11-03-2025,"2795 STONEBRIAR MALL - FRISCO, TX",25694.0,25932.0,-0.9,1017,1223,-16.8,5598.0,5684.0,-1.5,21.8%,201,227,-11.5,11762.0,11894.0,45.9,45.8,25.26,21.2,19.2
11-03-2025,"766 BRANDON TOWN CTR - BRANDON, FL",28200.0,27135.0,3.9,1085,943,15.1,2128.0,1936.0,9.9,7.5%,132,149,-11.4,13649.0,14047.0,51.8,48.4,25.99,28.77,-9.7
11-03-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11885.0,11733.0,1.3,499,548,-8.9,2682.0,2785.0,-3.7,22.6%,105,105,0.0,5639.0,5441.0,46.4,47.4,23.82,21.41,11.2
11-04-2025,"232 TACOMA MALL - TACOMA, WA",15490.0,12999.0,19.2,651,699,-6.9,3429.0,3502.0,-2.1,22.1%,169,168,0.6,7775.0,6308.0,48.5,50.2,23.79,18.6,28.0
11-04-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12885.0,12849.0,0.3,529,531,-0.4,2473.0,2760.0,-10.4,19.2%,128,144,-11.1,6396.0,6120.0,47.6,49.6,24.36,24.2,0.7
11-04-2025,"2795 STONEBRIAR MALL - FRISCO, TX",33397.0,39669.0,-15.8,1325,1202,10.2,7932.0,8438.0,-6.0,23.8%,357,327,9.2,14819.0,19690.0,49.6,44.4,25.21,33.0,-23.6
11-04-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30360.0,28439.0,6.8,1117,1008,10.8,4008.0,4116.0,-2.6,13.2%,108,113,-4.4,14290.0,12957.0,45.6,47.1,27.18,28.21,-3.7
11-04-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9193.0,10016.0,-8.2,394,426,-7.5,2169.0,2750.0,-21.1,23.6%,100,137,-27.0,4113.0,3980.0,39.7,44.7,23.33,23.51,-0.8
11-05-2025,"232 TACOMA MALL - TACOMA, WA",8947.0,9194.0,-2.7,374,371,0.8,1746.0,1651.0,5.7,19.5%,68,66,3.0,4425.0,4587.0,49.9,49.5,23.92,24.78,-3.5
11-05-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10614.0,9831.0,8.0,461,412,11.9,2304.0,2375.0,-3.0,21.7%,91,95,-4.2,5314.0,4508.0,45.9,50.1,23.02,23.86,-3.5
11-05-2025,"2795 STONEBRIAR MALL - FRISCO, TX",38809.0,43508.0,-10.8,1397,1397,0.0,6255.0,6865.0,-8.9,16.1%,297,263,12.9,16154.0,20138.0,46.3,41.6,27.78,31.14,-10.8
11-05-2025,"766 BRANDON TOWN CTR - BRANDON, FL",25678.0,23984.0,7.1,912,959,-4.9,5005.0,4191.0,19.4,19.5%,165,159,3.8,13166.0,11076.0,46.2,51.3,28.16,25.01,12.6
11-05-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",16632.0,17584.0,-5.4,718,766,-6.3,2617.0,2539.0,3.1,15.7%,70,65,7.7,7052.0,8087.0,46.0,42.4,23.16,22.96,0.9
11-06-2025,"232 TACOMA MALL - TACOMA, WA",12093.0,12661.0,-4.5,492,530,-7.2,2312.0,2003.0,15.4,19.1%,84,90,-6.7,5911.0,6390.0,50.5,48.9,24.58,23.89,2.9
11-06-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12976.0,11875.0,9.3,535,549,-2.6,2552.0,2135.0,19.5,19.7%,119,123,-3.3,6250.0,5633.0,47.4,48.2,24.25,21.63,12.1
11-06-2025,"2795 STONEBRIAR MALL - FRISCO, TX",26062.0,26870.0,-3.0,1034,1203,-14.0,4137.0,4221.0,-2.0,15.9%,177,190,-6.8,12126.0,13237.0,49.3,46.5,25.21,22.34,12.8
11-06-2025,"766 BRANDON TOWN CTR - BRANDON, FL",39459.0,39637.0,-0.4,1338,1306,2.5,5166.0,3387.0,52.5,13.1%,90,99,-9.1,18981.0,19822.0,50.0,48.1,29.49,30.35,-2.8
11-06-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12901.0,12205.0,5.7,532,535,-0.6,3081.0,3033.0,1.6,23.9%,106,96,10.4,5954.0,5385.0,44.1,46.2,24.25,22.81,6.3
11-07-2025,"232 TACOMA MALL - TACOMA, WA",19631.0,20619.0,-4.8,764,794,-3.8,3960.0,3763.0,5.2,20.2%,95,117,-18.8,8895.0,9977.0,48.4,45.3,25.69,25.97,-1.1
11-07-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",13758.0,12953.0,6.2,555,503,10.3,2774.0,3208.0,-13.5,20.2%,164,180,-8.9,6343.0,6015.0,46.4,46.1,24.79,25.75,-3.7
11-07-2025,"2795 STONEBRIAR MALL - FRISCO, TX",25640.0,27975.0,-8.3,950,1032,-7.9,4893.0,4588.0,6.7,19.1%,226,222,1.8,11787.0,12306.0,44.0,46.0,26.99,27.11,-0.4
11-07-2025,"766 BRANDON TOWN CTR - BRANDON, FL",34655.0,35566.0,-2.6,1163,1177,-1.2,5881.0,6698.0,-12.2,17.0%,219,257,-14.8,16304.0,16668.0,46.9,47.0,29.8,30.22,-1.4
11-07-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",14402.0,14468.0,-0.5,601,593,1.3,2672.0,2288.0,16.8,18.6%,79,80,-1.2,5983.0,6399.0,44.2,41.5,23.96,24.4,-1.8
11-08-2025,"232 TACOMA MALL - TACOMA, WA",23080.0,24053.0,-4.0,862,883,-2.4,4471.0,4085.0,9.4,19.4%,135,127,6.3,11392.0,11533.0,47.9,49.4,26.78,27.24,-1.7
11-08-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",16073.0,15366.0,4.6,666,600,11.0,4095.0,3861.0,6.0,25.5%,179,164,9.1,7763.0,6510.0,42.4,48.3,24.13,25.61,-5.8
11-08-2025,"2795 STONEBRIAR MALL - FRISCO, TX",28895.0,27737.0,4.2,1058,1148,-7.8,5521.0,6226.0,-11.3,19.1%,176,173,1.7,13548.0,11708.0,42.2,46.9,27.31,24.16,13.0
11-08-2025,"766 BRANDON TOWN CTR - BRANDON, FL",34872.0,31129.0,12.0,1137,1064,6.9,5153.0,4618.0,11.6,14.8%,95,83,14.5,18223.0,14510.0,46.6,52.3,30.67,29.26,4.8
11-08-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",17756.0,18391.0,-3.5,720,740,-2.7,3701.0,3803.0,-2.7,20.8%,113,111,1.8,7968.0,8116.0,44.1,44.9,24.66,24.85,-0.8
11-09-2025,"232 TACOMA MALL - TACOMA, WA",17508.0,18471.0,-5.2,688,684,0.6,4322.0,4653.0,-7.1,24.7%,166,175,-5.1,8320.0,8615.0,46.6,47.5,25.45,27.0,-5.8
11-09-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",15856.0,16133.0,-1.7,676,695,-2.7,2710.0,2680.0,1.1,17.1%,119,112,6.2,7732.0,7799.0,48.3,48.8,23.46,23.21,1.0
11-09-2025,"2795 STONEBRIAR MALL - FRISCO, TX",35371.0,36360.0,-2.7,1378,1720,-19.9,6687.0,7197.0,-7.1,18.9%,242,209,15.8,17015.0,16868.0,46.4,48.1,25.67,21.14,21.4
11-09-2025,"766 BRANDON TOWN CTR - BRANDON, FL",39110.0,33980.0,15.1,1400,1198,16.9,3721.0,3921.0,-5.1,9.5%,68,66,3.0,19216.0,15785.0,46.5,49.1,27.94,28.36,-1.5
11-09-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12330.0,12671.0,-2.7,589,584,0.9,2892.0,2688.0,7.6,23.5%,112,85,31.8,5251.0,5653.0,44.6,42.6,20.93,21.7,-3.5
11-10-2025,"232 TACOMA MALL - TACOMA, WA",14553.0,15234.0,-4.5,627,728,-13.9,2167.0,2319.0,-6.6,14.9%,89,88,1.1,7200.0,7610.0,50.0,49.5,23.21,20.93,10.9
11-10-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11982.0,12325.0,-2.8,510,506,0.8,2862.0,2757.0,3.8,23.9%,97,77,26.0,5710.0,5327.0,43.2,47.7,23.49,24.36,-3.5
11-10-2025,"2795 STONEBRIAR MALL - FRISCO, TX",39262.0,41077.0,-4.4,1545,1535,0.7,6379.0,5478.0,16.5,16.2%,260,194,34.0,17464.0,17857.0,43.5,44.5,25.41,26.76,-5.0
11-10-2025,"766 BRANDON TOWN CTR - BRANDON, FL",33986.0,31885.0,6.6,1265,1216,4.0,5303.0,5082.0,4.3,15.6%,236,270,-12.6,16134.0,16312.0,51.2,47.5,26.87,26.22,2.5
11-10-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",14192.0,13097.0,8.4,709,629,12.7,2936.0,3320.0,-11.6,20.7%,139,130,6.9,6366.0,5303.0,40.5,44.9,20.02,20.82,-3.9
11-11-2025,"232 TACOMA MALL - TACOMA, WA",12124.0,11528.0,5.2,495,567,-12.7,1883.0,1958.0,-3.8,15.5%,78,75,4.0,5636.0,5448.0,47.3,46.5,24.49,20.33,20.5
11-11-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",15495.0,15346.0,1.0,639,597,7.0,3632.0,3597.0,1.0,23.4%,127,118,7.6,7400.0,7436.0,48.5,47.8,24.25,25.71,-5.7
11-11-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22112.0,23094.0,-4.3,857,869,-1.4,4186.0,4414.0,-5.2,18.9%,147,157,-6.4,10394.0,10409.0,45.1,47.0,25.8,26.58,-2.9
11-11-2025,"766 BRANDON TOWN CTR - BRANDON, FL",26921.0,25658.0,4.9,954,849,12.4,3323.0,3569.0,-6.9,12.3%,170,158,7.6,13029.0,11880.0,46.3,48.4,28.22,30.22,-6.6
11-11-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",15005.0,14900.0,0.7,640,654,-2.1,2174.0,1781.0,22.1,14.5%,84,55,52.7,6723.0,6385.0,42.9,44.8,23.45,22.78,2.9
11-12-2025,"232 TACOMA MALL - TACOMA, WA",12608.0,14418.0,-12.6,650,667,-2.5,1950.0,1929.0,1.1,15.5%,46,51,-9.8,6048.0,7022.0,48.7,48.0,19.4,21.62,-10.3
11-12-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12010.0,11459.0,4.8,486,502,-3.2,2572.0,2486.0,3.5,21.4%,104,119,-12.6,5715.0,5241.0,45.7,47.6,24.71,22.83,8.3
11-12-2025,"2795 STONEBRIAR MALL - FRISCO, TX",36303.0,38685.0,-6.2,1415,1454,-2.7,5480.0,5407.0,1.3,15.1%,232,258,-10.1,16406.0,18429.0,47.6,45.2,25.66,26.61,-3.6
11-12-2025,"766 BRANDON TOWN CTR - BRANDON, FL",22777.0,23419.0,-2.7,852,858,-0.7,3374.0,3163.0,6.7,14.8%,132,121,9.1,10516.0,11052.0,47.2,46.2,26.73,27.29,-2.1
11-12-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13000.0,13671.0,-4.9,528,536,-1.5,3244.0,3374.0,-3.9,25.0%,126,135,-6.7,5832.0,6085.0,44.5,44.9,24.62,25.51,-3.5
11-13-2025,"232 TACOMA MALL - TACOMA, WA",12230.0,13171.0,-7.1,532,568,-6.3,2096.0,1815.0,15.5,17.1%,72,70,2.9,5545.0,6355.0,48.3,45.3,22.99,23.19,-0.9
11-13-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11454.0,10991.0,4.2,522,495,5.5,1826.0,1803.0,1.2,15.9%,90,93,-3.2,5193.0,5667.0,51.6,45.3,21.94,22.2,-1.2
11-13-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21028.0,25096.0,-16.2,801,829,-3.4,2200.0,2484.0,-11.4,10.5%,124,140,-11.4,9014.0,11578.0,46.1,42.9,26.25,30.27,-13.3
11-13-2025,"766 BRANDON TOWN CTR - BRANDON, FL",27097.0,26500.0,2.3,999,892,12.0,4434.0,4288.0,3.4,16.4%,138,140,-1.4,12390.0,12216.0,46.1,45.7,27.12,29.71,-8.7
11-13-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12799.0,13222.0,-3.2,512,480,6.7,2737.0,2854.0,-4.1,21.4%,97,100,-3.0,5569.0,5324.0,40.3,43.5,25.0,27.55,-9.2
11-14-2025,"232 TACOMA MALL - TACOMA, WA",21273.0,20580.0,3.4,818,933,-12.3,3318.0,3163.0,4.9,15.6%,84,100,-16.0,10402.0,9634.0,46.8,48.9,26.01,22.06,17.9
11-14-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12492.0,11791.0,5.9,496,439,13.0,2377.0,2031.0,17.1,19.0%,95,102,-6.9,6281.0,5784.0,49.1,50.3,25.19,26.86,-6.2
11-14-2025,"2795 STONEBRIAR MALL - FRISCO, TX",32889.0,35911.0,-8.4,1339,1438,-6.9,4508.0,4634.0,-2.7,13.7%,48,40,20.0,17223.0,16203.0,45.1,52.4,24.56,24.97,-1.6
11-14-2025,"766 BRANDON TOWN CTR - BRANDON, FL",41612.0,39005.0,6.7,1404,1529,-8.2,4872.0,4781.0,1.9,11.7%,87,75,16.0,19473.0,18589.0,47.7,46.8,29.64,25.51,16.2
11-14-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12486.0,12110.0,3.1,589,573,2.8,2898.0,2417.0,19.9,23.2%,158,155,1.9,5488.0,5404.0,44.6,44.0,21.2,21.13,0.3
11-15-2025,"232 TACOMA MALL - TACOMA, WA",15903.0,15751.0,1.0,596,689,-13.5,3241.0,3529.0,-8.2,20.4%,73,87,-16.1,7064.0,7526.0,47.8,44.4,26.68,22.86,16.7
11-15-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12162.0,12763.0,-4.7,560,539,3.9,2560.0,2901.0,-11.7,21.0%,108,87,24.1,5768.0,6777.0,53.1,47.4,21.72,23.68,-8.3
11-15-2025,"2795 STONEBRIAR MALL - FRISCO, TX",31364.0,34819.0,-9.9,1206,1219,-1.1,6461.0,6008.0,7.5,20.6%,212,213,-0.5,14922.0,16032.0,46.0,47.6,26.01,28.56,-9.0
11-15-2025,"766 BRANDON TOWN CTR - BRANDON, FL",45671.0,42158.0,8.3,1537,1493,2.9,6297.0,7000.0,-10.0,13.8%,239,245,-2.4,19880.0,21187.0,50.3,43.5,29.71,28.24,5.2
11-15-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",16636.0,18090.0,-8.0,747,696,7.3,3590.0,3703.0,-3.1,21.6%,165,180,-8.3,7144.0,7838.0,43.3,42.9,22.27,25.99,-14.3
11-16-2025,"232 TACOMA MALL - TACOMA, WA",15307.0,16862.0,-9.2,642,687,-6.6,3128.0,3443.0,-9.2,20.4%,112,122,-8.2,7013.0,8822.0,52.3,45.8,23.84,24.54,-2.9
11-16-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",15686.0,14154.0,10.8,699,665,5.1,3359.0,3542.0,-5.2,21.4%,127,126,0.8,7365.0,6411.0,45.3,47.0,22.44,21.28,5.4
11-16-2025,"2795 STONEBRIAR MALL - FRISCO, TX",26361.0,31113.0,-15.3,939,1042,-9.9,5002.0,3608.0,38.6,19.0%,138,182,-24.2,12396.0,13423.0,43.1,47.0,28.07,29.86,-6.0
11-16-2025,"766 BRANDON TOWN CTR - BRANDON, FL",31505.0,29870.0,5.5,1183,1217,-2.8,3711.0,3398.0,9.2,11.8%,146,122,19.7,13761.0,14213.0,47.6,43.7,26.63,24.54,8.5
11-16-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13431.0,12844.0,4.6,607,573,5.9,2476.0,2510.0,-1.3,18.4%,119,105,13.3,6091.0,5703.0,44.4,45.3,22.13,22.42,-1.3
11-17-2025,"232 TACOMA MALL - TACOMA, WA",18664.0,19296.0,-3.3,782,842,-7.1,2680.0,2865.0,-6.5,14.4%,119,120,-0.8,8998.0,9338.0,48.4,48.2,23.87,22.92,4.1
11-17-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",17418.0,17864.0,-2.5,694,681,1.9,3919.0,3693.0,6.1,22.5%,152,148,2.7,7967.0,8218.0,46.0,45.7,25.1,26.23,-4.3
11-17-2025,"2795 STONEBRIAR MALL - FRISCO, TX",34780.0,33059.0,5.2,1339,1284,4.3,6450.0,5971.0,8.0,18.5%,234,209,12.0,15576.0,15463.0,46.8,44.8,25.97,25.75,0.9
11-17-2025,"766 BRANDON TOWN CTR - BRANDON, FL",34666.0,32931.0,5.3,1224,1255,-2.5,6318.0,6385.0,-1.0,18.2%,174,177,-1.7,16260.0,14408.0,43.8,46.9,28.32,26.24,7.9
11-17-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11498.0,11180.0,2.8,471,448,5.1,1814.0,2158.0,-15.9,15.8%,96,112,-14.3,5223.0,4900.0,43.8,45.4,24.41,24.96,-2.2
11-18-2025,"232 TACOMA MALL - TACOMA, WA",14585.0,16568.0,-12.0,633,655,-3.4,2684.0,2403.0,11.7,18.4%,94,79,19.0,7001.0,8086.0,48.8,48.0,23.04,25.3,-8.9
11-18-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10370.0,10091.0,2.8,436,413,5.6,1570.0,1840.0,-14.7,15.1%,75,77,-2.6,4808.0,5254.0,52.1,46.4,23.78,24.43,-2.7
11-18-2025,"2795 STONEBRIAR MALL - FRISCO, TX",33509.0,37261.0,-10.1,1238,1366,-9.4,5822.0,5631.0,3.4,17.4%,221,217,1.8,16319.0,18170.0,48.8,48.7,27.07,27.28,-0.8
11-18-2025,"766 BRANDON TOWN CTR - BRANDON, FL",36550.0,33192.0,10.1,1327,1336,-0.7,4301.0,4536.0,-5.2,11.8%,100,93,7.5,18086.0,16849.0,50.8,49.5,27.54,24.84,10.9
11-18-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10422.0,11039.0,-5.6,414,406,2.0,2393.0,2162.0,10.7,23.0%,56,45,24.4,4887.0,5395.0,48.9,46.9,25.17,27.19,-7.4
11-19-2025,"232 TACOMA MALL - TACOMA, WA",11419.0,12486.0,-8.5,515,554,-7.0,2147.0,2064.0,4.0,18.8%,58,58,0.0,5271.0,5926.0,47.5,46.2,22.17,22.54,-1.6
11-19-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11197.0,11438.0,-2.1,500,512,-2.3,2044.0,1854.0,10.3,18.3%,75,64,17.2,5231.0,5498.0,48.1,46.7,22.39,22.34,0.2
11-19-2025,"2795 STONEBRIAR MALL - FRISCO, TX",36626.0,38071.0,-3.8,1561,1795,-13.0,6415.0,6707.0,-4.3,17.5%,265,292,-9.2,16859.0,18052.0,47.4,46.0,23.46,21.21,10.6
11-19-2025,"766 BRANDON TOWN CTR - BRANDON, FL",38692.0,35616.0,8.6,1240,1251,-0.9,6962.0,7456.0,-6.6,18.0%,327,402,-18.7,19205.0,16017.0,45.0,49.6,31.2,28.47,9.6
11-19-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13606.0,12774.0,6.5,618,659,-6.2,3202.0,3268.0,-2.0,23.5%,133,135,-1.5,6069.0,6047.0,47.3,44.6,22.02,19.38,13.6
11-20-2025,"232 TACOMA MALL - TACOMA, WA",14077.0,14710.0,-4.3,576,576,0.0,2576.0,3058.0,-15.8,18.3%,105,101,4.0,7406.0,6577.0,44.7,52.6,24.44,25.54,-4.3
11-20-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9516.0,9784.0,-2.7,438,444,-1.4,1389.0,1470.0,-5.5,14.6%,54,48,12.5,4606.0,4918.0,50.3,48.4,21.73,22.04,-1.4
11-20-2025,"2795 STONEBRIAR MALL - FRISCO, TX",35931.0,41628.0,-13.7,1406,1530,-8.1,6923.0,6512.0,6.3,19.3%,186,182,2.2,17312.0,18980.0,45.6,48.2,25.56,27.21,-6.1
11-20-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29602.0,26975.0,9.7,999,918,8.8,4392.0,4145.0,6.0,14.8%,181,177,2.3,14285.0,13771.0,51.1,48.3,29.63,29.38,0.8
11-20-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",18290.0,17745.0,3.1,760,855,-11.1,4089.0,3432.0,19.1,22.4%,120,126,-4.8,8085.0,7509.0,42.3,44.2,24.07,20.75,16.0
11-21-2025,"232 TACOMA MALL - TACOMA, WA",15361.0,15471.0,-0.7,617,654,-5.7,3236.0,3560.0,-9.1,21.1%,122,127,-3.9,7591.0,7216.0,46.6,49.4,24.9,23.66,5.2
11-21-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11928.0,11326.0,5.3,480,419,14.6,1995.0,2264.0,-11.9,16.7%,58,50,16.0,5908.0,5391.0,47.6,49.5,24.85,27.03,-8.1
11-21-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24515.0,27362.0,-10.4,999,1017,-1.8,3762.0,4565.0,-17.6,15.3%,174,134,29.9,11445.0,11810.0,43.2,46.7,24.54,26.9,-8.8
11-21-2025,"766 BRANDON TOWN CTR - BRANDON, FL",41225.0,39850.0,3.4,1405,1248,12.6,6194.0,6700.0,-7.6,15.0%,225,243,-7.4,20052.0,19995.0,50.2,48.6,29.34,31.93,-8.1
11-21-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",17328.0,17798.0,-2.6,741,735,0.8,3174.0,3037.0,4.5,18.3%,181,198,-8.6,7300.0,7971.0,44.8,42.1,23.38,24.22,-3.4
11-22-2025,"232 TACOMA MALL - TACOMA, WA",17723.0,18351.0,-3.4,777,914,-15.0,3098.0,3017.0,2.7,17.5%,105,78,34.6,8481.0,9386.0,51.1,47.9,22.81,20.08,13.6
11-22-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",14636.0,14246.0,2.7,629,536,17.4,2735.0,2825.0,-3.2,18.7%,88,101,-12.9,7612.0,6885.0,48.3,52.0,23.27,26.58,-12.5
11-22-2025,"2795 STONEBRIAR MALL - FRISCO, TX",25474.0,24825.0,2.6,1083,1183,-8.5,3884.0,3939.0,-1.4,15.2%,223,211,5.7,11803.0,11016.0,44.4,46.3,23.52,20.99,12.1
11-22-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30160.0,29194.0,3.3,993,915,8.5,4446.0,4355.0,2.1,14.7%,158,180,-12.2,14481.0,14696.0,50.3,48.0,30.37,31.91,-4.8
11-22-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11420.0,11076.0,3.1,504,555,-9.2,2800.0,2816.0,-0.6,24.5%,155,174,-10.9,5380.0,4988.0,45.0,47.1,22.66,19.96,13.5
11-23-2025,"232 TACOMA MALL - TACOMA, WA",13580.0,13034.0,4.2,549,599,-8.3,2854.0,2914.0,-2.0,21.0%,109,97,12.4,6438.0,6141.0,47.1,47.4,24.74,21.76,13.7
11-23-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",13563.0,13178.0,2.9,598,536,11.6,2714.0,2046.0,32.6,20.0%,72,81,-11.1,6876.0,6531.0,49.6,50.7,22.68,24.59,-7.8
11-23-2025,"2795 STONEBRIAR MALL - FRISCO, TX",35227.0,36694.0,-4.0,1342,1470,-8.7,7251.0,8264.0,-12.3,20.6%,273,270,1.1,16005.0,17870.0,48.7,45.4,26.25,24.96,5.2
